game_id,name,type,developer,date,price,memory,cpu,curation_num,review_num
373870,Sister’s Secrecy: Arcanum Bloodlines - Premium Edition,"冒险, 休闲",Space Monkey International ,2015年5月28日,28,512 MB,1.4 GHz,1,0
447040,Watch_Dogs? 2,"动作, 冒险",Ubisoft ,2016年11月28日,81,6 GB,"Intel Core i5 2400s @ 2.5 GHz, AMD FX 6120 @ 3.5 GHz or better",195,17756
204360,Castle Crashers?,"动作, 冒险, 休闲, 独立, 角色扮演",The Behemoth ,2012年9月26日,48,,,1101,33368
266010,LYNE,"休闲, 独立",Thomas Bowker ,2014年3月17日,15,1 GB,2.0 GHz Dual Core CPU,194,6070
535160,Fire in the Goal "轰个球","动作, 休闲, 独立, 体育, 抢先体验",Wild Planet Studio ,2016年10月26日,18,2 GB,i3 or equivalent,1,0
91600,Sanctum,"动作, 休闲, 独立, 策略",Coffee Stain Studios ,2011年4月15日,37,,,118,1593
577940,Killer Instinct,动作,Iron Galaxy ,2017年9月27日,112,4 GB,Intel Core i5-750 @ 2.67 GHz or AMD Phenom II X4 965 @ 3.4 GHz,24,925
416870,Kitty Powers' Love Life,"休闲, 独立, 模拟",Magic Notion Ltd ,2018年2月8日,43,2 GB,2.0 GHz Dual Core Processor,7,34
22200,Zeno Clash,"动作, 独立",ACE Team ,2009年4月21日,36,,,92,1356
204860,Men of War: Condemned Heroes,"动作, 策略",1C-SoftClub ,2012年4月12日,31,,,8,171
462770,Pyre,"动作, 独立, 角色扮演",Supergiant Games ,2017年7月25日,68,4 GB,Dual Core 3.0ghz,79,3461
769550,East 73 / 东73 ~ 洋红色童话,"冒险, 休闲, 独立","Magenta Factory, ZiX Solutions ",2011年4月3日,7,1 GB,1.8 GHz,2,27
453340,Hustle Cat,"休闲, 独立",Date Nighto ,2016年3月16日,68,2 GB,2+ Ghz,24,464
473460,Memory Oblivion Box,"冒险, 休闲, 独立",DreaMory ,2016年6月14日,36,1 GB,1000MHz,13,329
42990,Sword of the Stars II: Enhanced Edition,策略,Kerberos Productions ,2012年11月30日,68,,,9,507
261680,Journal,"冒险, 独立",Locked Door Puzzle ,2014年2月17日,36,2 GB,2GHz Dual Core,18,297
770400,Fairy of the treasures,"休闲, 独立",JustE A ,2017年12月27日,6,512 MB,1Ghz,11,18
447310,Paper Train Traffic,"休闲, 独立, 模拟",isTom Games Kft. ,2016年3月4日,11,1024 MB,1.0 GHz Processor,2,59
338120,Marble Duel,"休闲, 独立",HeroCraft Krasnodar ,2015年11月12日,21,1 GB,2 GHz,12,121
470300,Winged Sakura: Demon Civil War,"独立, 角色扮演",WINGED SAKURA GAMES ,2016年12月8日,36,2 GB,Any CPU after 2008,1,32
702090,Glitch Simulator 2018,"动作, 冒险, 休闲, 独立, 模拟",BunchOD00dz ,2017年9月27日,15,2 GB,Intel/AMD Quad-Core 2+ Ghz,10,19
533690,Think To Die,"休闲, 免费游玩, 独立, 策略",Felip Guimerà ,2016年9月22日,6,4 GB,i5,5,242
257350,Baldur's Gate II: Enhanced Edition,"角色扮演, 策略",Beamdog ,2013年11月15日,68,512 MB,1 GHZ,155,2217
387340,Hyperdimension Neptunia U: Action Unleashed,"动作, 角色扮演","Idea Factory, Compile Heart, Tamsoft ",2016年3月21日,88,4 GB,3 GHz Intel i3 or equivalent,78,1935
447820,Day of Infamy,"动作, 独立, 策略",New World Interactive ,2017年3月23日,68,4 GB,"Intel? Core? 2 Duo E6600, AMD Phenom? X3 8750 processor or better",147,11235
386360,SMITE?,"动作, 免费游玩",Hi-Rez Studios ,2015年9月8日,88,2 GB,Core 2 Duo 2.4 GHz or Althon X2 2.7 GHz,453,36553
680340,Omega Strike,"动作, 冒险, 独立",Woblyware ,2017年10月4日,42,2 GB,Dual Core CPU,10,42
333600,NEKOPARA Vol. 1,"休闲, 独立",NEKO WORKs ,2014年12月29日,18,1 GB,1.8 GHz Pentium 4,643,12419
298600,Lovely Planet,"动作, 独立",QUICKTEQUILA ,2014年7月31日,25,512 MB,1.0 Ghz Dual Core,137,1067
464450,DoDonPachi Resurrection,动作,"CAVE Interactive CO.,LTD. ",2016年10月13日,88,2 GB,Intel Core i3 2GHz or better,22,343
365020,Gynophobia,"动作, 冒险, 独立",Andrii Vintsevych ,2015年7月31日,18,1 GB,Dual Core Processor,25,336
19900,Far Cry? 2: Fortune's Edition,动作,Ubisoft Montreal ,2008年10月22日,48,,,188,5351
578080,PLAYERUNKNOWN'S BATTLEGROUNDS,"动作, 冒险, 大型多人在线",PUBG Corporation ,2017年12月21日,98,8 GB,Intel Core i5-4430 / AMD FX-6300,1273,636088
428180,Islet Online,"独立, 大型多人在线, 角色扮演, 抢先体验",Morenori Soft ,2016年2月1日,78,2 GB,Core 2 Duo,1,276
586230,Kult of Ktulu: Olympic,"冒险, 休闲",Grand Cauldron ,2017年2月9日,25,1 GB,Dual Core 2 Ghz,2,11
390710,Acceleration of SUGURI 2,"动作, 独立",Orange_Juice ,2018年3月7日,34,4 GB,Intel CPU 2.0GHz or higher,22,75
675680,ShineG In The Zombies,"动作, 冒险, 休闲, 独立, 角色扮演, 策略",GaluluGame ,2017年8月25日,11,1 GB,Intel Core i3,3,103
521670,Romance of the Three Kingdoms / 三國志,策略,"KOEI TECMO GAMES CO., LTD. ",2016年12月13日,42,2 GB,1GHz over,1,0
729720,Zomborg,"动作, 冒险, 独立, 策略",GameDevLab ,2017年11月10日,15,4 GB,Core i5,7,27
397720,Romance of the Three Kingdoms Maker / 三国志ツクール,模拟,"KOEI TECMO GAMES CO., LTD. ",2015年12月9日,36,1 GB,1.0GHz over,2,117
284810,Nightmares from the Deep 3: Davy Jones,"冒险, 休闲",Artifex Mundi ,2014年3月27日,36,512 MB,1.5 GHz,15,243
7520,Two Worlds II HD,角色扮演,Reality Pump Studios ,2011年2月3日,68,,,74,2814
201790,Orcs Must Die! 2,"动作, 独立, 策略",Robot Entertainment ,2012年7月30日,48,,,302,8562
91700,E.Y.E: Divine Cybermancy,"动作, 独立, 角色扮演",Streum On Studio ,2011年7月29日,36,,,195,3920
545580,"GO AWAY, THERE'S KUMIS OVER THERE!","动作, 休闲, 独立",Besedka Games Studio ,2016年10月28日,6,256 MB,1.1 GHz CPU,9,130
511470,Glass Masquerade,"休闲, 独立",Onyx Lute ,2016年11月18日,21,1 GB,1.6GHz CPU,32,874
383870,Firewatch,"冒险, 独立",Campo Santo ,2016年2月9日,35,6 GB,Intel Core i3 2.00 GHz or AMD equivalent,409,31262
576770,Low Magic Age,"冒险, 休闲, 独立, 角色扮演, 策略, 抢先体验",Low Magic Studios ,2017年1月10日,25,512 MB,1 GHz,6,739
269050,Year Walk,"冒险, 独立",Simogo ,2014年3月6日,25,1 GB,2 GHz,78,891
210550,Angry Birds Space,休闲,Rovio Entertainment Ltd ,2013年3月7日,0,,,39,367
779430,Full Ace Tennis Simulator,"模拟, 体育",Galactic Gaming Guild ,2018年2月28日,80,1 GB,1 GHz CPU,1,50
9900,Star Trek Online,"免费游玩, 大型多人在线, 角色扮演",Cryptic Studios ,2010年2月2日,0,,,233,9117
666310,Space of Darkness,"动作, 冒险, 休闲, 独立, 抢先体验",PilotLumpa Gaming ,2017年7月15日,11,1 GB,Single-Core,8,0
501320,The Shrouded Isle,"独立, 模拟","Jongwoo Kim, Erica Lahaie, FX Bilodeau, Tanya Short ",2017年8月4日,36,2 GB,SSE2 instruction set support,22,287
777240,Tren0,"冒险, 休闲, 独立, 角色扮演",Bubble ,2018年2月22日,16,1 GB,2010年以后的CPU都可以,0,96
754310,Deadly Cryptids,"动作, 独立",Timothy Brake ,2018年4月11日,41,16 GB,Intel Core i7 5930 or greater,6,0
347610,Hidden Object Bundle 4 in 1,休闲,Alawar Entertainment ,2014年6月1日,31,1024 MB,1600 MZH,3,91
753960,Jida Chronicle Chaos frontier VR,"动作, 冒险, 独立, 角色扮演",Iron Helmet ,2017年12月28日,18,2 GB,"Intel? i5-4590, AMD FX 8350 equivalent or better",5,0
4470,Silverfall: Earth Awakening,角色扮演,Monte Cristo ,2008年2月21日,36,,,1,38
406290,Twilight Struggle,"模拟, 策略","Playdek, Inc. ",2016年4月13日,48,1 GB,Intel Pentium or AMD equivalent,13,690
319400,Disney Winnie the Pooh,冒险,Disney Interactive ,2011年4月21日,26,1 GB,"2.0 GHz Intel Pentium 4, 2400+ AMD or equivalent processor",41,96
431240,Golf With Your Friends,"休闲, 独立, 体育, 抢先体验",Blacklight Interactive ,2016年1月29日,25,4 GB,1.8 GHz Processor,322,10765
705450,Wunderdoktor,"动作, 冒险, 独立",Ghostbutter ,2017年10月11日,36,4 GB,Intel Core i3-2100T @ 2.50 GHz / AMD Phenom II X3 B73,5,27
311480,Vertical Drop Heroes HD,"动作, 独立",Nerdook Productions ,2014年7月25日,28,256 MB,Processor 2 GHz (Dual Core),39,136
798560,Inaccessible world,"冒险, 独立, 模拟",ARGames ,2018年2月15日,15,3 GB,Intel core 2 duo,12,0
241560,The Crew?,"动作, 大型多人在线, 竞速",Ivory Tower in collaboration with Ubisoft Reflections ,2014年12月1日,128,4 GB,Intel Core2Quad Q9300 @ 2.5 GHz or better AMD Phenom II X4 945 @ 3 GHz or better,223,11738
3320,Insaniquarium Deluxe,休闲,"PopCap Games, Inc. ",2006年8月30日,21,,,28,911
285380,On The Road,"模拟, 抢先体验",toxtronyx interactive GmbH ,2017年3月30日,93,4 GB,min 3.3 Ghz,1,259
260750,Neighbours from Hell Compilation,"冒险, 休闲",JoWooD Vienna ,2004年2月20日,36,128 MB,"Intel Pentium II, 233 MHz",18,982
518280,Dead End Junction,"冒险, 独立",773,2016年9月23日,34,2 GB,1.8 GHz Pentium 4,12,22
423490,Air Missions: HIND,"动作, 休闲, 独立, 模拟",3Division ,2016年3月21日,55,2048 MB,"DualCore - 2,5 GHz",5,240
335000,Tormentum - Dark Sorrow,"冒险, 休闲, 独立",OhNoo Studio ,2015年3月4日,40,2 GB,"Intel? Core? 2 Duo 2 GHz, AMD Athlon? X2 2.2 GHz, or higher",63,1516
367080,Songbringer,"动作, 冒险, 独立, 角色扮演",Wizard Fu ,2017年9月1日,68,1 GB,1.0 Ghz or faster,21,95
805340,Cubiques 2,"动作, 独立",Dilmer Valecillos ,2018年3月9日,22,512 MB,Intel Pentium 4 / AMD Athlon XP 1.5 Ghz or higher,9,0
390560,Fantasy Strike,"动作, 独立, 抢先体验",Sirlin Games ,2017年9月14日,68,4 GB,"Intel Core i5-4302Y @ 1.6GHz, Celeron G1840 @ 2.8 GHz / AMD Athlon II X3",13,128
676420,SiNKR,"休闲, 独立",Robert Wahler ,2017年10月12日,6,1 GB,2.0 GHz Dual Core CPU,18,133
598960,Mashinky,"独立, 模拟, 策略, 抢先体验",Jan Zeleny ,2017年10月6日,78,4 GB,Dual Core 2.0 GHz,11,797
393750,P·O·L·L·E·N,"冒险, 独立",Mindfield Games ,2016年4月19日,36,4 GB,Intel Core-i3 3.3GHz / AMD Phenom II X4 3.0GHz,8,149
274350,Dropsy,"冒险, 独立","Tendershoot, A Jolly Corpse ",2015年9月10日,36,1 GB,,88,723
834070,AI Escort,"独立, 角色扮演",MagicHouse ,2018年4月12日,11,1 GB,1.2 GHz,4,50
37960,Jewel Quest Pack,休闲,iWin ,2009年8月24日,68,,,9,17
451520,theBlu,"冒险, 休闲, 独立, 模拟","Wevr, Inc. ",2016年4月5日,75,8 GB,i5-4590 or equivalent,25,833
24720,SPORE? Galactic Adventures,"动作, 模拟",EA - Maxis ,2009年6月23日,99,,,70,1894
301970,Screencheat,"动作, 独立",Samurai Punk ,2014年10月21日,50,3 GB,1.4GHz or faster,157,414
33230,Assassin's Creed 2 Deluxe Edition,"动作, 冒险",Ubisoft Montreal ,2010年3月4日,48,,,263,13283
64000,Men of War: Assault Squad,策略,Digitalmindsoft ,2011年2月24日,36,,,81,2300
697530,PARSE,"独立, 策略",wHDinc. ,2017年9月15日,6,4 GB,AMD FX-8320 Eight,1,0
223710,Cry of Fear,"动作, 冒险, 独立",Team Psykskallar ,2013年4月25日,0,,,220,22530
249990,FORCED: Slightly Better Edition,"动作, 冒险, 独立, 角色扮演",BetaDwarf ,2013年10月24日,48,2 GB,"Intel Core 2 Duo, AMD Athlon X2, or equal at 1.6GHz or better",77,1597
506540,Last Man Standing,"动作, 冒险, 免费游玩, 独立, 大型多人在线, 策略","Free Reign Entertainment, Free Reign Entertainment ",2017年3月29日,0,6 GB,"Intel Core i5-2400 | AMD FX-6100, or better",50,19316
351990,Riff Racer - Race Your Music!,"休闲, 独立, 竞速",FOAM Entertainment ,2016年5月12日,36,2 GB,AMD Turion X2/Intel Core 2 Duo,31,1065
475150,Titan Quest Anniversary Edition,"动作, 角色扮演","Iron Lore Entertainment, THQ Nordic ",2016年8月31日,79,1 GB,2.0 GHz CPU,62,7753
272060,Serena,"冒险, 独立",Senscape ,2014年1月30日,0,1 GB,1.6Ghz,63,5556
384360,Fingered,"休闲, 独立","Edmund McMillen, James Id ",2015年8月18日,0,2 GB,2 GHz dual core,48,661
261570,Ori and the Blind Forest,动作,Moon Studios GmbH ,2015年3月11日,68,4 GB,Intel Core 2 Duo E4500 @ 2.2GHz or AMD Athlon 64 X2 5600+ @ 2.8 GHz,274,22605
751440,VR Kanojo / VRカノジョ,冒险,ILLUSION ,2018年4月9日,278,4 GB,Intel Core i5 4590,17,201
255340,Escape Goat 2,"动作, 休闲, 独立",MagicalTimeBean ,2014年3月24日,36,1 GB,1.8 GHz,68,147
288020,Rex Rocket,"动作, 冒险, 独立","Castle Pixel, LLC. ",2014年8月5日,21,2 GB,2.0 Ghz Dual Core,29,134
372210,Spooky Cats,"动作, 休闲, 独立",Russpuppy ,2015年6月4日,15,2 GB,2 GHz dual core,19,253
377880,Eternal Destiny,策略,Office 5656 ,2016年4月21日,36,2 GB,Intel Core i3 2GHz or higher,7,142
312530,Duck Game,"动作, 独立",Landon Podbielski ,2015年6月4日,42,1 GB,2.0GHZ,425,8992
589530,Hakuoki: Kyoto Winds / 薄桜鬼 真改　風ノ章 / 薄櫻鬼 真改　風之章,冒险,"Idea Factory, Design Factory ",2017年8月24日,88,4 GB,Intel i5 1.8GHz or equivalent,10,150
454410,GIGA WRECKER,"动作, 冒险",GAME FREAK inc. ,2017年2月6日,68,2 GB,Core 2 Duo ~2GHz或更高版本（或同等）,18,398
395900,Backgammon Blitz,休闲,VooFoo Studios ,2015年11月12日,18,2 GB,2.0GHz Dual Core,7,61
364360,Total War: WARHAMMER,"动作, 策略","CREATIVE ASSEMBLY, Feral Interactive (Linux), Feral Interactive (Mac) ",2016年5月24日,220,3 GB,Intel? Core? 2 Duo 3.0Ghz,240,21645
642090,Coming Out on Top,"休闲, 独立, 模拟",Obscurasoft ,2014年12月10日,50,,,16,195
224760,FEZ,独立,Polytron Corporation ,2013年5月1日,36,,,511,7193
378860,Project CARS 2,竞速,Slightly Mad Studios ,2017年9月21日,305,8 GB,"3.5 GHz Intel Core i5 3450, 4.0 GHz AMD FX-8350",57,2437
697940,Press and Jump,"动作, 休闲, 独立, 抢先体验",Limed ,2017年9月4日,6,2 GB,Intel Celeron,3,23
730,Counter-Strike: Global Offensive,动作,Valve ,2012年8月21日,0,2 GB,Intel? Core? 2 Duo E6600 or AMD Phenom? X3 8750 processor or better,13197,1846048
839620,Bomb Labyrinth,"休闲, 独立",Art Of Adventures ,2018年4月29日,19,1 GB,Dual Core +,5,0
235600,Tom Clancy’s Splinter Cell Blacklist,"动作, 冒险",Ubisoft Toronto ,2013年8月22日,88,,,213,9575
640330,REPTILOIDS,"动作, 冒险, 独立",Alexey Glinskiy ,2018年2月7日,22,2 GB,2GHz Processor,13,96
292600,Duet,"动作, 独立",Kumobius ,2015年8月3日,21,1 GB,Core 2 Duo,20,275
205020,Lumino City,"冒险, 独立",State of Play Games ,2014年12月2日,50,2 GB,2 GHz,56,346
563130,The Cows Are Watching,"动作, 独立",VIS-Games ,2016年12月8日,18,4 GB,"Intel? Core? 2 Duo / AMD? Athlon? X2, min. 2.8 GHz",0,0
324080,Rising World,"动作, 冒险, 独立, 角色扮演, 抢先体验",JIW-Games ,2014年12月3日,48,4 GB,"2+ Cores, e.g. Intel Core i3",61,2355
1520,DEFCON,"独立, 策略",Introversion Software ,2006年9月29日,36,,,159,1637
797090,Neon Sun,"休闲, 独立, 模拟, 策略",CSM ,2018年2月15日,6,512 MB,1.2 Ghz+,2,0
510540,Long Gone Days,"独立, 角色扮演, 抢先体验",BURA ,2018年3月28日,48,4 GB,2 GHz dual core,7,42
499660,Medieval Kingdom Wars,"独立, 模拟, 策略, 抢先体验",Reverie World Studios ,2017年6月9日,70,3 GB,2.4 GHz Dual Core,13,717
244890,Velocity?Ultra,"动作, 独立","Curve Digital, FuturLab ",2013年12月12日,36,2 GB,,28,75
705150,Rhythm World - Master Project,"休闲, 独立, 模拟",Extra Dimension ,2018年2月13日,38,512 MB,Intel Core i3,1,37
547310,That's Mahjong!,"休闲, 独立",TotallyNotReptillian ,2016年10月26日,11,512 MB,Any Dual-Core CPU,4,42
318740,Disney The Princess and the Frog,冒险,Griptonite Games ,2009年11月17日,70,512 MB,Intel Pentium 4 or AMD Athlon 1.5GHz Processor,13,0
234940,The 39 Steps,"冒险, 休闲, 独立",The Story Mechanics ,2013年4月25日,48,,,48,277
360650,12 Labours of Hercules III: Girl Power,"休闲, 策略","Jetdogs Studios, Zoom Out Games ",2015年8月7日,15,512 MB,1.6 GHz,19,637
215530,The Incredible Adventures of Van Helsing,"动作, 冒险, 独立, 角色扮演",NeocoreGames ,2013年5月22日,48,,,94,3973
839890,Kama Bullet Heritage 2,"动作, 冒险, 独立, 角色扮演, 模拟, 体育",Narko Games ,2018年4月18日,28,4 GB,"Quad-core Intel or AMD, 2.5 GHz or faster",9,0
233350,Sudeki,"动作, 冒险, 角色扮演",Climax Studios ,2005年3月25日,25,512 MB,1.8GHz,11,349
33210,Dawn of Discovery?,"模拟, 策略","Blue Byte, Related Designs ",2009年6月23日,48,,,9,249
15160,Petz? Horsez? 2,模拟,Ubisoft ,2007年11月13日,20,,,33,52
214610,Cherry Tree High Comedy Club,"冒险, 独立",773,2012年11月8日,31,,,58,297
590910,炎黄战纪之三国烽烟,"免费游玩, 独立, 策略",上海班图网络科技有限公司 ,2018年1月31日,0,4 GB,2.0 GHz Dual core,4,0
834890,Cheerleader: reverse side of life,"冒险, 休闲, 独立",StarNovel Studio ,2018年4月18日,11,512 MB,Pentium? 4 3.0 GHz,8,0
546080,Coffin of Ashes,"冒险, 休闲, 独立, 角色扮演","Ladomu, Angels Blue Digital Entertainment, DigitalEZ ",2016年12月8日,20,2 GB,Intel Core2 Duo or better,6,242
339250,Winged Sakura: Endless Dream,"动作, 独立, 角色扮演, 策略",WINGED SAKURA GAMES ,2017年10月6日,68,4 GB,Any CPU after 2010,5,15
470210,Rocketbirds 2 Evolution,"动作, 冒险, 独立",Ratloop Asia ,2017年1月26日,36,4 GB,Dual Core CPU: Intel Core i3 550 @ 3.2 GHz or AMD Athlon II X4,7,197
763630,The Door of Ice 冰封之门,"动作, 冒险",广州虚拟动力网络技术有限公司 ,2017年12月12日,15,8 GB,"Intel i5-4590, AMD FX 8350",10,0
242680,Nuclear Throne,"动作, 独立, 角色扮演",Vlambeer ,2015年12月5日,41,1024 MB,1.2Ghz+,463,6668
454100,Dungeon Escape,"动作, 冒险, 独立",Alexey Roenko ,2016年5月27日,18,1 GB,1 GHz,9,263
654260,旧手表 - Old Watch,"休闲, 独立",灰烬天国 ,2017年12月20日,32,4 GB,Inter Core I3,9,281
227380,Dragon's Lair,"动作, 冒险, 休闲",Digital Leisure Inc. ,1983年6月19日,36,,,23,341
220090,The Journey Down: Chapter One,"冒险, 独立",SkyGoblin ,2013年1月9日,10,,,39,483
791330,Fallen ~Makina and the City of Ruins~,"冒险, 独立, 角色扮演",Another Story ,2018年2月23日,50,4 GB,Intel Core2 Duo 或更高,17,322
210770,Sanctum 2,"动作, 独立, 策略",Coffee Stain Studios ,2013年5月15日,50,,,252,6340
547340,LoveKami -Divinity Stage-,"冒险, 休闲, 模拟",MoeNovel ,2016年12月15日,42,2 GB,Intel Core2Duo or higher,19,128
535480,Sundered,"动作, 冒险, 独立",Thunder Lotus Games ,2017年7月28日,70,4 GB,1.8 GHz Processor,47,670
773130,NYAN DESTROYER,"动作, 休闲, 独立",Khokhlov ,2018年3月30日,11,512 MB,Intel Core 2 Duo,7,11
386690,Fantastic Contraption,"独立, 模拟","Northway Games, Radial Games Corp ",2016年4月5日,70,8 GB,Intel Core i5 4590 equivalent or greater,11,25
321960,Might & Magic? Heroes? VII,"角色扮演, 策略",Limbic Entertainment ,2015年9月29日,168,4 GB,Intel Core i5 660  3.3 GHz  or AMD Phenom II X4 955 @ 3.2 GHz,22,2542
412520,Evil Defenders,"休闲, 独立, 策略",CP Decision ,2015年11月11日,37,2 GB,Dual Core CPU,18,249
539700,SWEATER? OK!,"动作, 休闲, 独立, 模拟",Triple-Star Studio ,2016年12月16日,18,256 MB,1.2GHz or faster processor,4,65
102810,Gatling Gears,"动作, 冒险, 独立",Vanguard Games ,2011年8月30日,36,,"Intel Core 2 Duo (或相等的) running at 1.8 GHz 或更好, AMD Athlon X2 64 (或相等的) running at 2.0GHz 或更好",9,70
331470,Everlasting Summer,"冒险, 休闲, 免费游玩, 独立",Soviet Games ,2014年11月19日,0,512 MB,Pentium? 4 1.5 GHz / Athlon? XP,116,28510
796760,varBlocks,"冒险, 独立, 策略",Xi'an Parallel Intersection Studio ,2018年3月19日,11,8 GB,"Intel? i5-4590, AMD FX 8350 equivalent or better",7,0
588110,One Dog Story,"动作, 冒险, 独立",Big Way Games ,2017年4月28日,36,2 GB,2.66 GHz Intel Core 2 Duo,11,75
836480,恋爱模拟器 Love Simulation,"休闲, 模拟, 策略","橘子班, 大好网 ",2018年5月1日,6,2 GB,1.2 GHz,3,192
242780,Cognition: An Erica Reed Thriller,"冒险, 独立",Phoenix Online Studios ,2013年9月19日,48,2 GB,2.0 GHz,34,234
743350,Slay.one,动作,"Beijing AMPBox Technology Co., Ltd., Slay.one ",2018年4月16日,37,4 GB,Intel Core 2 Duo E5200,1,0
458710,Kingdom Rush Frontiers,"独立, 策略",Ironhide Game Studio ,2016年7月25日,36,1 GB,Dual Core CPU,16,1790
583930,Faerie Solitaire Remastered,休闲,Subsoap ,2017年12月22日,36,4000 MB,Any,2,41
204840,Babel Rising,"动作, 策略",Mando productions ,2012年8月7日,0,,,4,64
614630,Tiny Rails,"冒险, 休闲, 独立, 模拟, 抢先体验",Tiny Titan Studios ,2017年8月8日,36,2 GB,1.5 Ghz,5,156
512470,The Pirate: Caribbean Hunt,"动作, 冒险, 免费游玩, 独立, 模拟, 策略",Home Net Games ,2016年8月24日,0,512 MB,Core 2 Duo or equivalent - 1.5 GHz or higher,11,2509
444490,POLYWAR,"动作, 独立, 大型多人在线",exagongames ,2016年12月30日,21,2 GB,2GHz processor,3,240
459550,Catch Canvas,"休闲, 独立, 模拟","Unwonted Studios, Razzart Visual ",2016年10月14日,36,512 MB,1Ghz,10,74
719660,Monster Garden,"冒险, 休闲, 独立, 角色扮演",Zack Wood ,2018年2月8日,21,512 MB,Intel Pentium III 800 MHz,8,28
773540,Boss Crushers,"独立, 抢先体验",Space Horse ,2018年3月15日,50,4 GB,2.00 GHz,8,14
423180,A.I. Space Corps,"动作, 休闲, 独立, 模拟, 策略",GameArt Studio GmbH ,2016年2月5日,21,4 GB,Intel or AMD 2.0-3.4 GHz Dual Core,1,0
383230,Dungeon Souls,"动作, 冒险, 独立, 角色扮演","Lamina Studios, Mike Studios ",2016年12月2日,42,2 GB,2.9 GHz,69,993
532290,Dark Train,"冒险, 独立",Paperash Studio ,2016年10月25日,37,4 GB,Dual-core Intel or AMD CPU,13,45
636100,Tesla vs Lovecraft,"动作, 独立, 角色扮演",10tons Ltd ,2018年1月26日,48,2048 MB,2 GHz,51,258
629640,Sea Battle VR,"动作, 冒险, 独立, 大型多人在线, 竞速, 角色扮演, 模拟, 体育, 策略",视趣互动（天津）科技有限公司 ,2017年11月24日,26,8 GB,Intel i5-4590 equivalent or greater,2,0
515040,Make America Great Again: The Trump Presidency,"动作, 休闲, 独立, 模拟, 策略",Maverick Game Studio ,2016年9月26日,15,1 GB,Any,56,1454
242860,Verdun,"动作, 独立, 策略","M2H, Blackmill Games ",2015年4月28日,89,4 GB,Intel Core2 Duo 2.4Ghz or Higher / AMD 3Ghz or Higher,422,19380
700770,ZoneDriver,"动作, 独立, 大型多人在线, 竞速",Cybertime System ,2018年3月29日,15,4 GB,"3,2 GHz",18,38
690560,I Am Overburdened,"独立, 角色扮演",Magic Item Tech ,2017年11月2日,13,1024 MB,1.5 GHz,6,34
640890,Will Glow the Wisp,"动作, 独立",PartTimeIndie ,2017年9月15日,15,4 GB,1.80GHz Processor,15,10
382490,Relic Hunters Zero,"动作, 免费游玩, 独立",Rogue Snail ,2015年8月18日,0,4 GB,,92,5615
627950,1914: Prelude to Chaos,角色扮演,Amaterasu Software ,2017年5月8日,6,2 GB,Intel Core2 Duo or better,1,0
337210,Royal Bounty HD,"冒险, 独立, 角色扮演, 策略",iosoftware ,2015年8月10日,15,512 MB,2000 mHz,5,99
257730,Infinity Wars: Animated Trading Card Game,"免费游玩, 独立, 大型多人在线, 策略",Lightmare Studios ,2014年9月5日,133,2 GB,,45,3212
658470,Mini Battlegrounds,"动作, 休闲, 独立, 大型多人在线, 策略, 抢先体验",IOA Games ,2018年3月16日,22,2 GB,1.6+ Ghz Dual-Core CPU,21,179
838420,Longboard Stunts and Tricks,"竞速, 模拟",Coffee-Powered Games ,2018年4月29日,15,1 GB,2GHz Dual-core CPU,4,0
346010,Besiege,"独立, 模拟, 抢先体验",Spiderling Studios ,2015年1月28日,37,2 GB,2.2Ghz Dual Core,618,21754
322170,Geometry Dash,"动作, 独立",RobTop Games ,2014年12月22日,18,512 MB,2.0+ GHz,460,43714
305940,Project AURA,"独立, 模拟, 策略",Pixel Quality Games ,2018年4月17日,70,4 GB,2 GHz,11,429
208500,F1 2012?,"竞速, 模拟, 体育",Codemasters Birmingham ,2012年9月19日,68,,,43,781
463150,BARRIER X,"动作, 独立",Noclip ,2016年5月27日,15,256 MB,2 GHz processor,13,623
792080,glutton man,独立,1bgame ,2018年2月21日,9,1024 MB,Intel? Core? Duo 或更高,0,0
219760,Beyond Divinity,角色扮演,Larian Studios ,2004年4月27日,25,,,8,173
22180,Penumbra Overture,"动作, 冒险, 独立",Frictional Games ,2007年3月30日,36,,,79,1394
3590,Plants vs. Zombies GOTY Edition,策略,"PopCap Games, Inc. ",2009年5月5日,21,,,267,10475
764060,Christmas party,"冒险, 休闲, 独立",Artlight Studio ,2017年12月18日,11,512 MB,Pentium? 4 1.5 GHz,5,18
498050,Mystery Of Rivenhallows,"冒险, 休闲",EnsenaSoft ,2016年7月26日,21,1 GB,1.0 GHz,1,10
406670,Impossible Geometry,"冒险, 休闲, 独立","Burnin Ape, Onivia Games ",2016年5月12日,15,512 MB,1ghz or faster,1,10
634150,ReSizE,"动作, 策略",Compot ,2017年10月12日,35,4 GB,Intel Core i3 4300 or better,1,0
673950,Farm Together,"休闲, 独立, 模拟, 抢先体验",Milkstone Studios ,2018年2月22日,50,2 GB,Dual Core processor,26,1179
210970,The Witness,"冒险, 独立","Thekla, Inc. ",2016年1月26日,112,4 GB,1.8GHz,172,5133
398710,Timberman,"动作, 休闲, 独立",Digital Melody ,2015年9月18日,6,2 GB,1.0 GHz Processor,76,3548
575510,Sakura Agent,"冒险, 休闲, 独立",Winged Cloud ,2017年1月27日,36,1 GB,1.2 GHz Pentium 4,26,58
325370,Nova-111,"动作, 冒险, 独立, 策略",Funktronic Labs ,2015年8月25日,34,300 MB,2 Ghz or faster processor,21,36
