game_id,curator_id,attitude,date,follower_name,review_text,这个鉴赏家评论的游戏数量
477160,2225920,Recommended,2017年4月5日,372532,这是一款不止一个答案的解谜游戏，感觉开放性的解谜方法这点设定太好了，正所谓条条道路通罗马，再也不用苦思冥想了，于是丧心病狂的玩家们发现了游戏里的BUG——日墙大法，要点就是先一只手抓住墙，然后左右晃动身体，再用另一只手抓住墙，如此反复！妈妈再也不用担心我卡关了，什么门都是浮云，就没有翻不过的墙！,383
477160,27093039,Recommended,2017年5月28日,286204,一款你的腿部肌肉只能支撑你自己，如果试图举起什么东西你就会瞬间变成一个碰瓷大爷 “哎呦哎呦 不行不行，站不起来了” 的游戏。虽然由一大堆蛋疼的操作构成了这个游戏的核心要素，但是玩的时候看着你控制的“碰瓷大爷”，总是会忍不住的笑出声来 ~,1045
477160,29519836,Recommended,2017年12月19日,51050,《人类一败涂地》一款套着解密游戏的皮实际上是一款搞笑游戏，《人类一败涂地》其实和《模拟山羊》有异曲同工之妙，这些作品都是让玩家扮演极其难控制的人物来完成任务，充足发生笑料可以说我们扮演的就是一名小丑。游戏中我们扮演的角色是一个圆圆胖胖的一个人物，当然如果你玩过《基佬大作战》那一定知道这个人物是什么样子，游戏中角色可以直接设计衣服这让游戏的笑料更加的好笑。由于人物可以像壁虎一样吸在墙是来爬墙所以,1037
477160,7421824,Recommended,1月12日,38997,这款游戏当中世界变得似乎极其不同寻常 我不再是一个顶天立地的人 而是一滩不堪一击的软白物体 ,310
477160,26868738,Recommended,2016年11月14日,23195,本作突破了传统解密游戏一成不变的单线思维，成为了一部脑洞有多大，通关方法就有多少的解密佳作。,154
477160,11101823,Recommended,2月27日,22503,可以击败自己的永远是一起玩的队友,588
477160,30950813,Recommended,2月25日,20092,解密是不可能解密的，这辈子都不可能解密的。在这游戏里面你只会感觉到大家一群天性纯良的逗比，没有一个恶人。浑身无骨的软白色身体，无处不在的力学原理。我最喜欢的联机游戏！！！,259
477160,26063227,Recommended,1月22日,15680,一个曾经被丢进慈善包的游戏，一个在多人模式开放后迅速占领各大直播平台，好评如潮的游戏。充分证明了，人类这种东西，如果一直看自己一败涂地，就会憎恨这款游戏，如果能够看其他三个人一败涂地，就会喜笑颜开。anyway，无论如何，感谢开发者，让我在2018年的今天，能够享受到一款笑的前仰后合的游戏，好评！,276
477160,29660712,Recommended,3月9日,15411,已安装,59
477160,29227165,Recommended,1月12日,13284,这款游戏当中世界变得似乎极其不同寻常 我不再是一个顶天立地的人 而是一滩不堪一击的软白物体 总评 6/10单机模式 8/10联机模式只要脖子上的还是脑袋 human never fall flat ,292
477160,7719170,Recommended,1月17日,12136,非常有趣的物理系统，既适合合作也适合撕逼。如果学会了横着爬墙的神技，不少关卡就变得简单了~关卡设计得比较精细，但也有一些瑕疵，比如最后一关阿兹特克可以速通~,61
477160,27286390,Recommended,1月31日,9743,蠢萌小人基于物理特性的解谜方法。虽然只有9关，但有多样的过关方式。最重要的是，加入了合作模式，怎么在队友抓住墙的时候抓住他的屁股往上爬、怎么在队友荡绳子时候拖他的后腿……解谜过关已经不重要了，猪队友之间的欢乐才是最难得的。,180
477160,30583116,Recommended,1月3日,5878,太有意思的一款解密类走路模拟器，逆风笑的日墙大法笑得不行。赶紧买呀，趁着还打折只要24元，四舍五入就是一个亿！开黑特别有意思的游戏，不仅需要解密还有技ri术qiang的考验，玩的时候总能笑声不断。建议安利朋友后购入。假装快速通关b站视频：https://www.bilibili.com/video/av18919305『索然无味测评组』 QQ群号：607016727,236
477160,28673811,Recommended,2月8日,3576,《人类一败涂地》。又是一款被主播带火的游戏。游戏在有了多人游戏后，玩家就井喷式增长。蠢萌的小人，好友之间的合作或是互坑。都给游戏带来了许多乐趣。但游戏开发商的汉化完全是应付一般，满屏幕的方格字影响游戏体验。（这也是为数不多自带官中还需要打中文补丁的游戏）,227
477160,28102584,Recommended,5月1日,2888,《人类：一败涂地》是一款动作闯关类型的解密游戏俗话说条条大路通罗马，而本游戏很好地诠释了这一点无穷无尽与千奇百怪的过关方式是本游戏最有特色的一点此外就是可以随意图画的人物与想要挑战更多的成就但，单人通过所有关卡之后也许这款游戏就没有什么意义了所以，请带上你的朋友一起再闯过这些有趣的关卡吧也许会有不一样的体验，最大的乐趣还是和朋友联机的欢乐呢闯过千重万关的成就也不上陪伴左右的伙伴吧,50
477160,30978207,Recommended,1月8日,2108,还记得这个游戏吗？对！没错！又是小有名气的“人类：一败涂地“！所以，这款益智游戏不容错过！,32
477160,29278210,Recommended,1月31日,1433,蠢萌小人基于物理特性的解谜方法。虽然只有9关，但有多样的过关方式。最重要的是，加入了合作模式，怎么在队友抓住墙的时候抓住他的屁股往上爬、怎么在队友荡绳子时候拖他的后腿……解谜过关已经不重要了，猪队友之间的欢乐才是最难得的。,165
477160,30479051,Recommended,1月27日,1098,虽然游戏名字叫人类-一败涂地，但是这个游戏你只要联机，连麦就会感受到来自这个游戏所带来的欢乐，愉快的合作带来美妙的游戏体验，手残患者慎入【比如我(*?????)】,21
477160,28958948,Informational,3月16日,644,一款看起来好玩，实际上也就那样的游戏。游戏本来已经推出很久了，突然一些直播把这款游戏又推向了热销产品。这款游戏的游戏性只能算中等。游戏不存在剧情，系统等很多设定，一款低成本的解密游戏。游戏3D眩晕优化做的不是特别好，所以在一段枯燥缓慢的游戏过程后你可能会感到轻度眩晕。这款游戏被吹嘘过度，很多人想买是因为某朋友买了或者是看起来好玩。实际上比这个游戏好的，剧情有深度的，价格便宜的可联机多人游戏有很多。,81
477160,29124471,Recommended,2月21日,616,和朋友进坑时还是个正常人，出来以后不仅整容了，还变成了残疾人。,44
477160,28624127,Recommended,2017年4月29日,164,操作僵硬 专治手残,23
477160,30575498,Recommended,1月22日,70,traighten up little soldier小战士，挺起你的胸膛Stiffen up that upper lip别再嘟着嘴了What you crying about?有什么好哭的？让苍天知道你不认输啊！,33
477160,31619534,Recommended,1月24日,38,物理学圣剑—看我日墙大法～,71
477160,31439853,Recommended,1月5日,17,近年独立合作小游戏中的黑马，魔性的小人以及优秀的物理引擎让游戏整体充满了各种各样的趣味性。关卡设计并不难，但是每一关的关卡都设计的符合每一关的主题，游戏的BGM给人一种简单宁静的舒适感，十分适合与小伙伴一起享受着欢声笑语合作过关。游戏流程较短大概是游戏最令人遗憾的缺陷，不过它能带给你的欢笑远远不止这么多。最后，你需要一个朋友一起享受这个游戏！它将带给你最大的欢乐！,39
477160,31326738,Recommended,1月11日,16,基佬大作战一样的操作，但玩法从对战变成了合作解密闯关，挺适合开黑的小游戏,10
477160,26702971,Recommended,2017年12月1日,11,一款在反物理世界的简易画风闯关游戏。游戏中，你是个四肢无力的橡皮人，而你唯一的目标就是前进，离开一个个设计好的关卡，你的脑洞也会随着作者脑洞拓展而拓展。这款游戏将杠杆，水，火，电运用得不科学的同时淋漓尽致。整款游戏难度适中，会遇到卡关，但是不会让人崩溃。整体通关时间大概需要10小时左右，所以不是能永远玩下去的类型，但最近又出现了多人模式，更新频繁，有望出现新关卡，所以游戏内容分幅度还是够的。推荐！,14
477160,31654322,Recommended,1月5日,9,柔弱无骨却又力大无穷，游戏支持多人联机，作为一款理论上的合作解谜游戏，实际却是名为：“搭把手和你撒手”的游戏，这可能是本作里出现最多的词语。另外游戏本身很有趣，但是汉化确实让人头疼。好在没有太大影响。,15
477160,30371452,Recommended,3月25日,9,有好友一块玩的话特别愉快！啊？！你放手啊！！快放开我！QAQ,17
477160,31816351,Recommended,1月20日,6,《人类：一败涂地》算是近期的游戏黑马，售价略贵，游戏性一般，可玩性较高，多人合作通关笑点很多，一个人的玩家不推荐购买。,12
477160,31566937,Recommended,2017年12月27日,4,有趣的杀时间游戏，联机很欢乐，鼠标比手柄好用！！,11
477160,31719211,Recommended,1月16日,4,类似基佬大乱斗Gang Beasts的操作方式，神奇的物理引擎。不过单人游戏可能会觉得有些无聊，多人模式才是欢乐所在。另外，期待本作加入创意工坊模式。,49
477160,5678282,Recommended,1月10日,4,和传送门２差不多闯关模式，但是却有着鬼畜的人物模型难度全是因为物理模型造成的/掩面笑自从学会壁虎游墙术，pia的一下就通关了左手贴墙荡一下，pia！右手贴墙，然后左手右手一个慢动作重播*-*萌蠢游戏欢乐多,12
477160,31459006,Not Recommended,2月1日,3,这是一款适合多人玩的游戏。如果你一个人玩，那就不推荐购买了。游戏的场景太少，还有很大的发展空间。,13
477160,31436059,Recommended,1月8日,3,独特的风格，简单的操作。不管是和陌生人还是好友一起过关游戏，都能在游戏中感受到乐趣。非常有意思的一款联机小游戏,12
477160,31264336,Recommended,2月13日,2,别名“小儿麻痹症们的智障之旅”，轻松愉快的解密之旅，当然，对于这种游戏的物理系统，你要有耐心。。。（ps：当你有了一群智障好基友，这可能就会变成一个摔跤游戏。。。）,22
477160,32550526,Recommended,4月10日,1,人类一败涂地这款游戏，是一款适合多人一起很作进行的休闲类游戏。但是目前来看BUG多，而且关卡比较少。比如狂按空格可以飞天，有时候能卡到地下去。如果说选择的话，我个人还是推荐各位买这款游戏游戏的。,10
326480,26214428,Recommended,2017年12月20日,33777,I want to soar up to the great sky and fly.You let me know my perfect skyLet me show you your perfect skyLet me take you to perfect sky,345
326480,28359939,Recommended,2017年4月9日,30240,《大空翼》，一部带着清新脱俗的风的作品，一群有着天空梦想的少年少女通过克服重重困难实飞天的梦想。其中的故事交织了爱情、友情，梦想与青春的作品。游戏不论从画面还是音乐方都有着相当高的水平。,158
326480,8874646,Recommended,2017年12月16日,19500,一群被评测求汉化的日呆游戏.——在这苍穹展翅纯爱类的.,345
326480,7213898,Recommended,2015年2月10日,16938,漂亮的人设，近未来的背景，使得这款gal很具有魅力。她的剧情也很好，真的很具有恋爱的感觉，不同的线路有不同的惊喜，选择也是很好选择的。音乐很切合游戏的背景和人物。立绘和CG也很棒（尽管有的画的有点崩），很适合练习素描的oc大家族的朋友们。所以，你不能仅仅因为徽章和背景而使这款作品+1，这不是死宅的风格！,204
326480,12320518,Recommended,2016年3月7日,8800,滑翔机托起了男主一行人的梦想，也带领我们欣赏了Morning-glory的壮丽景观,189
326480,18512258,Recommended,2016年3月20日,4637,倔强的小孩，现实让你试图放弃着曾今的梦想，你却对于未来想要有所坚持，内心坚定而又满是迷茫，直到彼此相遇。——De sterrennacht,115
326480,28102584,Recommended,2017年6月18日,2888,青梅竹马：1/1黄毛基友：1/1转校生：1/1开局看见女主胖次：1/1入住女寝：1/1后宫要素已经集齐了，上面钦定你来当男主！画面：作画中等偏上水平（画面偏素，给人干净的感觉），背景画的可以。界面按钮太多，略显杂乱。（没找到可以隐藏或者淡化的选项）立绘量大，诚意很足。配音：首先音乐，真的好听，和场景也比较契合。声优的配音和角色比较匹配。语境变化什么的也可以。剧情：文本量吓人，问过两,50
326480,28624127,Recommended,2017年4月29日,164,笑~,23
326480,7211838,Recommended,2015年3月27日,6,大空翼，旧作了.收藏+1,16
26300,6847299,Recommended,2016年8月13日,3,ssssssssssssssssssssssssssssssssssssssssssssssssssmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm buena rayita mmmmmmmmmmssssssssssssssssssssssssssssssssssssssssssss,38
620700,27032354,Recommended,2017年10月29日,1229,你作为一个超自然调查员，需要带着你的灵异探测器和小油灯在房子里闲逛收集纸片儿驱魔。这部作品鬼模型美观度略有不足，但房内家具质量还行。惊吓元素也还行，但由于鬼模型实在容易丑到让人出戏，导致惊吓后的后劲不足。游戏题材选择上也较为常规，比较中庸的一部作品- 美工：★★ 可玩性：★★ 剧情：★★,422
416600,29519836,Recommended,1月23日,51050,你的妹子非常能打！主角团的妹子各具特色，不管玩家喜欢什么样的作战风格，总有一个妹子适合你。除了联机略有BUG外，本作整体质量上乘，BOSS战爽快而不失策略性，灵活根据战场决定打法让玩家需要开动脑筋（当然无脑硬肛也不是不行。虽说官方一直强调本作的“团队合作”性质，但实际上一个人也能玩得很开心，毕竟本作在联机上实在是做得不够好，经常掉线。后续优化值得期待，不过在此之前还是体验单人模式吧。,1037
416600,10436844,Recommended,3月20日,50645,如果你喜欢《城堡破坏者》那么你一定会喜欢这款《全金属狂怒》，抛弃了烂大街的rougelike和魂like的困难，这是一款纯粹的合作横板过关游戏... —— 来自 远在天国的JJ,380
416600,255962,Recommended,3月5日,19264,一款侧重多人团战的动作类 RPG 游戏，流畅而爽快的游戏打击感，多样的场景变换和绘画风格，有趣呆萌的复仇女神，逗比可爱的各类反派，丰富的游戏内容，即使在联机功能上仍有待加强，但这是一款非常值得推荐的良心之作。满分10分的话，我会给予8.5/10的评价。,308
416600,26836284,Recommended,1月18日,7687,感受《全金属狂怒》吧！由曾打造了《盗贼遗产》系列的开放商Cellar Door Games全新推出的一款2d动作射击游戏；游戏主打联机玩法，虽然一个人也能玩，不过合作才是乐趣！,274
416600,30583116,Recommended,1月22日,5878,作为一款arpg，操作手感优秀，难度设置合理，随着游戏的进度，玩家通过对游戏人物技能理解、对怪物的熟悉，慢慢成长，并非是刷子游戏。作为解谜游戏，玩家在打怪，跑图的同时，必须眼尖心细，大胆尝试才能找到隐藏收集。对于谜题的破解，脑洞甚至超脱于游戏之外，实在惊艳。美术音乐演出台词，均在优秀线上。联机功能虽然只有本地和好友，但已足够。提供剧情模式，手残也能充分体验游戏。,236
416600,28277107,Informational,2月2日,184,求生之路萌化版。故事讲了4个女汉纸的弑神之路。。完缺点：战斗系统/装备系统。优点：剧情/画风/彩蛋/技能/谜题。先说缺点的原因是因为这款游戏的剧情幽默画风萌，属于多人单机向，而各种坑爹的设定，例如：烫不死/双色球/手柄控/副职渣等，使关卡和装备需要耗费大量时间精力反复刷，影响了剧情的推进，而额外功能需要剧情来解锁，个人游戏的性价比划不来，推荐线上组队。评分：6.5/10.（推荐打折入手）,72
33230,27093039,Recommended,1月11日,286204,作为育碧旗下，将历史文化完美融入游戏的《刺客信条》系列第二作，《刺客信条2》的背景是处于文艺复兴时期的意大利，威尼斯、佛罗伦萨等等著名的城镇都在游戏中有所出现，也加入了家园发展的模块等养成系统。游戏剧情，人物的刻画以及音乐方面的提升也让IGN给出了8.9分的历代最高分，可见其游戏素质相当的高。,1045
33230,28359939,Recommended,2017年4月9日,30240,每当谈起刺客，我们就会想到那个带着兜帽披风的刺客大师艾吉奥了，本篇是艾吉奥三部曲的开篇。当艾吉奥家人被杀害后，艾吉奥继承了父亲的衣钵，走向复仇之路。经历风雨，爱恨情仇，成就一代刺客大师。,158
33230,30613815,Recommended,2017年11月3日,8342,刺客信条2承接了一代的剧情，讲述了一代刺客大师艾吉奥的故事。二代相比一代无论是画面还是爬墙系统，防反系统都有了很大的提升，操作起来更加得心应手，武器也更加多种多样。玩家化身刺客穿行于文艺复兴时期的意大利城镇，为了复仇而追寻圣殿骑士的踪迹，还能遇到许多有名的场景和任务，例如达芬奇（感谢不用剁手指了），还有亲切的马里奥叔叔（滑稽）,114
33230,30965867,Recommended,2017年11月30日,912,毋庸置疑的一点是，EZIO是刺客系列中最具人格魅力的刺客大师。出身贵族，幽默风趣，四处留情。二代是刺客系列的顶点。随后的兄弟会和启示录讲述了EZIO传奇的一生。三部刺客讲述同一个人的不同时期，可见EZIO的伟大。育碧如果能把无意义的收集要素减少一点就好了。神作就是神作，无须解释。这代的攀爬系统还不是很流畅，这可能就是唯一的缺点了吧。,68
33230,31406066,Recommended,2017年12月25日,238,个人认为是刺客信条系列里做得最棒的一部，必须玩玩！,124
33230,31468031,Recommended,3月11日,156,刺客信条2是那个时代最好玩的动作冒险游戏之一，作为艾吉奥三部曲的开端，育碧对剧情和动作设计下了很大的功夫，即使放在现在来玩，也是绝好的体验。对于新人来说，也是非常建议从这一部开始了解一个刺客的一生，了解刺客信条系列。,42
33230,11195704,Recommended,2017年1月29日,140,广大信仰ER奉为经典的刺客信条系列第二作。这代将刺客信条系列推上了巅峰。剧情很出彩，玩法也不错，不过这代画面偏灰，而且战斗疲软。总之还是非常推荐的动作类游戏。让我们追随艾吉奥的脚步攀爬在中世纪意大利的大街小巷。,38
33230,30758828,Recommended,2017年9月27日,103,永不过时的经典。,18
33230,28890141,Recommended,2017年5月24日,31,该部是刺客系列正统第二部作品，讲述新主人公埃齐奥的开篇之作。画面制作很不错，战斗场景逼真，有很强的战斗代入感，而且能将水作为互动工具，可以游泳，可以划船。而且威尼斯的水城简直华美！值得一试！,10
33230,31415358,Recommended,1月11日,30,毋庸置疑的一点是，EZIO是刺客系列中最具人格魅力的刺客大师。出身贵族，幽默风趣，四处留情。二代是刺客系列的顶点。随后的兄弟会和启示录讲述了EZIO传奇的一生。三部刺客讲述同一个人的不同时期，可见EZIO的伟大。育碧如果能把无意义的收集要素减少一点就好了。神作就是神作，无须解释。这代的攀爬系统还不是很流畅，这可能就是唯一的缺点了吧。,66
33230,6857609,Recommended,2014年10月21日,13,just for Davinci,17
33230,29311430,Informational,2017年6月25日,9,你要的,41
33230,30737006,Recommended,2017年9月25日,8,信仰兄弟会呀！反人类操作？烧脑的古墓探险，脑洞大开的剧情，帅气双袖剑，精湛的画面，刺客万岁！,22
33230,31446454,Recommended,2017年12月13日,8,怀念当初前几代的刺客信条，那是真正的“刺客” + “信条”。这些体验在之后几代不存在了。非常可惜。,10
33230,27701692,Recommended,2017年8月6日,6,刺客信条II，传奇的开端，ezio三部曲的跌宕起伏的剧情塑造了一名传奇的游戏主角，不，一名传奇的人。他见证了一名纨绔子弟的人生开端与改变，毫无疑问，剧情方面他是成功的。这款游戏唯一的缺点便是UPLAY。评分:9/10。,11
33230,31719211,Recommended,3月31日,4,刺客信条2 是 AC系列的第二作。并且作为2代主角艾吉奥Ezio三部曲的第一部，主要描述了艾吉奥面对家人被杀后，愤而继承父亲的衣钵，成功复仇的故事。游戏中主线剧情刻画的非常好，城市和场景还原也很棒，重要NPC莱昂纳多达芬奇的互动，非常切合文艺复兴的时代背景。不过也不是没有缺点的，比如支线任务非常薄弱，羽毛收集和宝箱收集有拉长游戏时间的嫌疑。操作上，对于往下跳非常反人类，某些时候操作判定也有问题。,49
33230,11915052,Recommended,2016年2月13日,1,e叔神教为什么需要解释？艾吉奥大叔永存！10分果断9.5。（少得0.5，怕它骄傲）,11
33230,12188076,Recommended,2016年4月13日,0,其实1、2代都很不错，但相对而言2代游戏要成熟些，不论是游戏性、还是剧情,12
22600,31318556,Recommended,2017年11月29日,15549, 《百战天虫：重装上阵》天邈汉化补丁 Worms Reloaded,739
22600,1701450,Recommended,4月14日,821,原汁原味的百虫大战，90后的童年回忆。即使放在现在也不失为一款优秀的休闲游戏，适合与好友联机（撕逼）。游戏地图丰富，道具多样。在游戏中，玩家需要在有限的时间里做出抉择，因抉择的不同又会发生各种有趣的结果，有时候真的让人笑掉大牙。,117
10680,27093039,Recommended,2017年3月27日,286204,在电影IP改编游戏烂作横飞的环境下，《AvP》像是一股清流交上了一份有诚意的答卷，它没有局限于电影而是合理地进行了拓展，塑造出BG-386这颗失去控制、阴谋暗潮涌动的殖民星球为舞台，让人类、铁血战士与异形展开一场激动人心的大混战。虽然《AvP》不是什么各方面出彩的一流大作，但它出色的画面和独特的战斗系统会让你沉浸其中，享受十余个小时精彩刺激的线性流程。,1045
10680,29519836,Recommended,1月25日,51050,喜欢异型和铁血的玩家大可以入手试试，虽然质量不高，但是比较还原。游戏内容，就是心悦铁血一力破十巧，正面屠杀异型；异型就是阿泰尔和费雪的魔改版，体质更强，但没黑科技；人类。。。弱的每秒都感觉是在玩生存恐怖游戏，估计伊朗那批有着现代装备，冷兵器战争意识的人进来都比这些未来人强，真是丢地球人的脸！另外，3D眩晕者建议少玩异形。,1037
10680,31318556,Recommended,2017年12月1日,15549,【Aliens vs. Predator?】【异形大战铁血战士】 【LMAO汉化组】可联机 成就能解锁,739
10680,26800746,Recommended,2016年11月30日,14,人类一方是 恐怖游戏  异形一方是潜入游戏 铁血一方是暗杀类游戏  对于这样一款中古游戏来说 画面还是不错的  cg做的也很棒   终结技 简直不要太血腥 看的后背发凉……,10
230190,2225920,Recommended,2017年12月25日,372532,本作可以说是一款另类的RTS游戏，建城改为了挖地，出兵变成了养兵。兵种的各种需求也是千奇百怪，吸血鬼要献祭，食物来自监狱、魅魔要折磨室玩SM、异教徒需要献祭台、还有需要零件拼凑的等等。与其说是防御并战胜外来的英雄们的攻击，不如说是养家糊口保证屋内各族人民富饶和谐的发展。,383
230190,27093039,Recommended,1月7日,286204,游戏很不错，跟DK2比起来，地下城的规模更大，钱几乎花不完，魔法几乎可以不停的使，有了刑讯室以后军队数量会迅速爆炸，所以总体来说战斗规模比DK2大得多，节奏也快得多。虽然是很明显的“致敬”，但也有所开拓进取，虽然未能十全十美，但也是值得褒奖的佳作了，玩起来也确实好玩，打折的时候入真的是物超所值了。,1045
230190,29519836,Recommended,1月3日,51050,又一款反传统的地牢游戏，这回你要扮演的是被过分压迫的魔王，要在地牢中发展自己的势力，干掉贪婪的冒险队，消耗人类帝国的资源，为和平出一份绵薄之力。基本流程就是开矿搞建设，养兵设陷阱，然后防备勇者的进攻，策略味和代入感十足。更有趣的是，你可以随时入替一个魔兵，用第一人称观察游戏世界，并参与战斗，这样就弥补了策略游戏微观细节不足的缺点，给开发组10个赞。,1037
230190,10436844,Recommended,2017年11月14日,50645,这个游戏基本上是建造经营+即时战略，用附身术切换到小兵视野以后还会变成arpg，总之内容很丰富。,380
230190,8874646,Recommended,2017年10月7日,19500,还记得早期DOS下牛蛙的地下城守护者么.这个就是后牛蛙时代的同作了.最近更新了中文，老玩家怀旧不要错过了.,345
712050,8874646,Recommended,2017年10月12日,19500,那之后，从零开始的异世界向我敞开了大门。豐腴的混血大美女、不為人知的知性美女主持人、投資公司的女性能手、超一流大公司美女OL、還有如狼似虎的名流人妻。日復一日我被那些充滿好奇以及渴望的女人們玩弄，眼下想要阻止這種事繼續發生的話，貌似已經晚了完全停不下來了！這就是宅男夢寐以求的世界！,345
712050,30583116,Recommended,2017年10月13日,5878,笋干社保的GALGAME游戏，流程特别短（20min），有两个结局，射芹度数翻倍，上班（社保）党建议入，正经仁兄斟酌一下，你可能会打开一个新天地。故事大致讲述了屌丝男成为性福教主的故事。『索然无味测评组』QQ群：607016727,236
712050,28763059,Recommended,2017年12月17日,1888,宅男梦寐以求的文字冒险小黄油。游戏中的主人公是一个除了屌大一无是处的宅男，不料在应聘了一份新的工作以后，突然就成为了美人竞相追逐的对象。不论是丰腴十足的混血美女艺人、知性美女主持人，还是女老板、OFFICE LADY和名流人妻都抢着和我们的主角做羞羞的事情，这款游戏就是这么的简单粗暴。5位女主角长相甜美，性格迥异，每人的CV都跟各自的人设很搭。,245
712050,29426545,Recommended,2017年11月20日,1707,【Otaku's Fantasy】，一款Gal Game黄油。游戏流程非常短，一顿饭时间既可以通关。游戏剧情也是老套的屌丝男开后宫的故事，游戏整体没有什么特色。但价格良心，妹子好看。花钱看妹子也是不亏的。是一款值得入手的游戏。by.牌面之王◢ ◤.,262
712050,31899806,Recommended,2月4日,1145,一款简单粗暴的小黄油，上手快，动脑什么的不存在，你只需要动手就好了，唯一美中不足的是剧情偏短,78
712050,31716674,Recommended,3月20日,311,宅男梦寐以求的文字冒险小黄油。 游戏中的主人公是一个除了屌大一无是处的宅男，不料在应聘了一份新的工作以后，突然就成为了美人竞相追逐的对象。不论是丰腴十足的混血美女艺人、知性美女主持人，还是女老板、OFFICE LADY和名流人妻都抢着和我们的主角做羞羞的事情，这款游戏就是这么的简单粗暴。5位女主角长相甜美，性格迥异，每人的CV都跟各自的人设很搭。,154
712050,31439853,Recommended,2017年12月31日,17,sakura厂社保作品第二弹，本作简单粗暴，不似Mirror要和妹子们进行战♂斗才能进行交易，上来直接体现出了主角的18cm的强大，随着故事的推进，主角收服了五只坐骑，并且过上了性福快乐的生活，虽然本作实用性很强，但是对于想要学习姿势的同学不是很有用，CV叫的很卖力，有点对魔、忍和监狱、战舰的味道，6块钱的价格也对的起这个价了，最后祝大家肾体健康，下期见。（本作需要补丁，但打了补丁，丁丁也有码）,39
681810,27093039,Recommended,2017年11月20日,286204,仙剑奇侠传6从发售以来就有很大的争议，“显卡齐瞎传”“泰坦危机”等称号让很多玩家对这款游戏敬而远之，而很多情怀党因为它的剧情又将它奉为神作。那么抛开仙剑的情怀和仙剑的偏见，个人看来这款仙剑更像是游戏界的“凤雏”，外表来看它丑陋不堪，但是它的剧情内在又十分硬核，喜欢剧情向游戏的玩家一定不要错过，而追求游戏性的玩家请仔细考虑了,1045
681810,29519836,Not Recommended,2017年12月14日,51050,二维动画是仙6的一次大胆的尝试，但是前期推出时的各种BUG严重影响了仙6的市场。从剧情上来看编剧对待剧情上的死亡，完全是讨好玩家；剧情上的泪点，也是为了结束剧情的铺陈；剧情上对待小人物的态度也是可有可无。且运营商前期对于BUG的处理实在是让人心寒，需要对大宇说句：智商需要充值，情怀已经透支。,1037
681810,10436844,Recommended,2017年9月5日,50645,整体上讲，仙六给人较为粗糙的观感，细节的不到位、僵硬的动作、别扭的战斗系统等使游戏在外界的口碑非常不乐观，但有不少仙迷过去各有所好，但在喜欢上仙六后便以之为系列第一，足见其拥有着风评所不能展现的独特魅力。,380
681810,6600281,Informational,2017年9月4日,814,《仙剑奇侠传六》，一部多方素质两极分化而饱受争议的作品。一方面它因精彩曲折的剧情、丰富饱满的人设等收获了诸多通关玩家的好评；另一方面，糟糕的优化、落后的画质等又使大量新玩家望而却步。作为一款被内在硬伤与外在流言所掩盖的作品，仙六值得一篇长评来还原其原貌。看完此评测若有兴趣，诚意推荐坚持通关，或能感受到仙六不同于外界口碑的独特魅力。,61
681810,32340435,Not Recommended,3月18日,254,到了这个地步，笔者已经不忍心去批评，因为批评已经失去了它该有的意义，在这个老掉牙的引擎上，在这个已经烂大街的故事模式和游戏系统上，软星和大宇的开发者们已经做到了极致，很努力了，但笔者只能残忍地说：“放弃这火车吧”,42
